Entity_Type,GT_File,GT_Text,GT_Line,Pred_File,Pred_Text,Pred_Line,Similarity,Match_Type
AcquisitionMethod,31699905,data-dependent,1,31699905,data-dependent MS/MS,1,0.9500,Semantic
AcquisitionMethod,32284562,data-dependent mode,1,32284562,data-dependent mode,1,1.0000,Exact
AcquisitionMethod,32860207,top 10,1,32860207,top 10,1,1.0000,Exact
AcquisitionMethod,33630598,TMT,1,33630598,SPS-MS3-based TMT method,1,0.9500,Semantic
AcquisitionMethod,33630598,Top10,2,33630598,Top10 method,2,0.9500,Semantic
AcquisitionMethod,33855848,data-independent acquisition,1,33855848,data-dependent acquisition,1,0.8800,TagContainment
AcquisitionMethod,33855848,data-independent acquisition,1,33855848,data-independent acquisition,2,1.0000,Exact
AcquisitionMethod,33855848,DIA,2,33855848,data-independent acquisition,2,0.9500,Semantic
AcquisitionMethod,33855848,DDA,3,33855848,data-dependent acquisition,1,0.9500,Semantic
AcquisitionMethod,35236989,data-dependent acquisition,1,35236989,data-dependent acquisition mode,1,0.9500,Semantic
AcquisitionMethod,35680998,data dependent,1,35680998,data dependent acquisition,1,0.9500,Semantic
AcquisitionMethod,36097293,data-dependent,1,36097293,data-dependent mode,1,0.9500,Semantic
AcquisitionMethod,37330510,DIA,1,37330510,data in-dependent acquisition (DIA),1,0.9500,Semantic
AcquisitionMethod,37330510,data dependent acquisition,2,37330510,data in-dependent acquisition (DIA),1,0.8800,TagContainment
AcquisitionMethod,37330510,data dependent acquisition,2,37330510,data dependent acquisition (DDA),2,0.9500,Semantic
AcquisitionMethod,37330510,DDA,3,37330510,data dependent acquisition (DDA),2,0.9500,Semantic
AcquisitionMethod,37330510,data in-dependent acquisition,4,37330510,data in-dependent acquisition (DIA),1,0.9500,Semantic
AcquisitionMethod,37330510,data in-dependent acquisition,4,37330510,data dependent acquisition (DDA),2,0.8800,TagContainment
AcquisitionMethod,37681923,Data-Dependent Acquisition,1,37681923,Data-Dependent Acquisition (DDA),1,0.9500,Semantic
AcquisitionMethod,37681923,DDA,2,37681923,Data-Dependent Acquisition (DDA),1,0.9500,Semantic
Age,21183079,three-week-old,1,21183079,three-week-old,1,1.0000,Exact
Age,35236989,8-12 weeks,2,35236989,8-12 weeks,2,1.0000,Exact
Age,37330510,Nine-week-old,5,37330510,Nine-week-old,3,1.0000,Exact
Age,37681923,age,3,37681923,>=18 years of age,3,0.9500,Semantic
AlkylationReagent,24657495,iodoacetamide,5,24657495,iodoacetamide,4,1.0000,Exact
AlkylationReagent,25100859,iodoacetamide,5,25100859,iodoacetamide,3,1.0000,Exact
AlkylationReagent,25218447,chloroacetamide,2,25218447,chloroacetamide,2,1.0000,Exact
AlkylationReagent,26076430,iodoacetamide,1,26076430,iodoacetamide,1,1.0000,Exact
AlkylationReagent,26149123,Iodoacetamide,2,26149123,Iodoacetamide,1,1.0000,Exact
AlkylationReagent,26725330,iodoacetamide,1,26725330,iodoacetamide,1,1.0000,Exact
AlkylationReagent,28091603,iodoacetamide,1,28091603,iodoacetamide,1,1.0000,Exact
AlkylationReagent,28675934,iodoacetamide,2,28675934,iodoacetamide,2,1.0000,Exact
AlkylationReagent,28680058,iodoacetamide,1,28680058,iodoacetamide,1,1.0000,Exact
AlkylationReagent,29681787,iodoacetamide,1,29681787,iodoacetamide,1,1.0000,Exact
AlkylationReagent,31395880,iodoacetamide,4,31395880,iodoacetamide,3,1.0000,Exact
AlkylationReagent,31699904,iodoacetamide,4,31699904,iodoacetamide,3,1.0000,Exact
AlkylationReagent,31699905,chloroacetamide,2,31699905,chloroacetamide,2,1.0000,Exact
AlkylationReagent,32284562,iodoacetamide,2,32284562,iodoacetamide,2,1.0000,Exact
AlkylationReagent,32860207,iodoacetamide,2,32860207,iodoacetamide,2,1.0000,Exact
AlkylationReagent,33630598,iodoacetamide,3,33630598,iodoacetamide,3,1.0000,Exact
AlkylationReagent,33855848,iodoacetamide,4,33855848,iodoacetamide,3,1.0000,Exact
AlkylationReagent,35236989,iodoacetamide,3,35236989,iodoacetamide,3,1.0000,Exact
AlkylationReagent,37328468,acrylamide,1,37328468,acrylamide,1,1.0000,Exact
AlkylationReagent,37330510,iodoacetamide,6,37330510,iodoacetamide,4,1.0000,Exact
AlkylationReagent,37681923,iodoacetamide,4,37681923,iodoacetamide,4,1.0000,Exact
Bait,36097293,Bud20-TAP,2,36097293,Bud20-TAP,2,1.0000,Exact
Bait,37207340,PrA-tagged bait proteins,1,37207340,PrA-tagged bait proteins,2,1.0000,Exact
CellLine,25100859,HeLa,6,25100859,HeLa cell line,4,0.9500,Semantic
CellLine,25218447,HeLa,3,25218447,HeLa,4,1.0000,Exact
CellLine,25218447,U2-OS,4,25218447,U2-OS,5,1.0000,Exact
CellLine,26076430,HEK293,2,26076430,HEK293,2,1.0000,Exact
CellLine,26725330,HCC2218,2,26725330,HCC2218,5,1.0000,Exact
CellLine,26725330,MCF7,4,26725330,MCF7,3,1.0000,Exact
CellLine,26725330,HCC1599,5,26725330,HCC1599,2,1.0000,Exact
CellLine,26725330,HCC1937,6,26725330,HCC1937,4,1.0000,Exact
CellLine,28091603,HeLa,3,28091603,HeLa,4,1.0000,Exact
CellLine,31699904,C2C12,5,31699904,C2C12,4,1.0000,Exact
CellLine,35037038,Nthy-ORI,1,35037038,Nthy-ORI,4,1.0000,Exact
CellLine,37207340,ATCC 50162,2,37207340,ATCC 50162,3,1.0000,Exact
CellPart,37207340,mitochondrial ribosome,3,37207340,mitochondria,4,0.9500,Semantic
CellType,24657495,erythrocytes,7,24657495,human erythrocytes,5,0.9500,Semantic
CellType,26725330,epithelial,7,26725330,Human mammary epithelial cells (HMEC),6,0.9500,Semantic
CellType,31699904,myoblast,6,31699904,immortalized mouse myoblast,5,0.9500,Semantic
CellType,32284562,RBCs,6,32284562,Human RBCs,3,0.9500,Semantic
CellType,35680998,filopodial,2,35680998,Capsaspora owczarzaki strain ATCC30864 filopodial cells,5,0.9500,Semantic
CellType,37330510,leukocytes,8,37330510,leukocytes,5,1.0000,Exact
CellType,37681923,Highly purified platelets,6,37681923,platelets,6,0.9500,Semantic
CleavageAgent,21183079,trypsin,2,21183079,trypsin,2,1.0000,Exact
CleavageAgent,24657495,Trypsin Gold,8,24657495,Trypsin Gold,6,1.0000,Exact
CleavageAgent,25100859,trypsin,8,25100859,trypsin,5,1.0000,Exact
CleavageAgent,25218447,trypsin,5,25218447,Sequencing Grade Modified Trypsin,7,0.9500,Semantic
CleavageAgent,25218447,Lys-C,7,25218447,Sequencing Grade Endoproteinase Lys-C,6,0.9500,Semantic
CleavageAgent,26076430,trypsinized,3,26076430,trypsin,4,0.9500,Semantic
CleavageAgent,26076430,Lys-C,4,26076430,Lys-C,3,1.0000,Exact
CleavageAgent,26149123,Tryptic,4,26149123,trypsin (Promega),3,0.9300,DomainSemantic
CleavageAgent,26149123,trypsin,5,26149123,trypsin (Promega),3,0.9500,Semantic
CleavageAgent,26725330,tryptic,8,26725330,Sequencing grade trypsin,7,0.9300,DomainSemantic
CleavageAgent,26725330,trypsin,9,26725330,Sequencing grade trypsin,7,0.9500,Semantic
CleavageAgent,28091603,trypsin,5,28091603,trypsin,6,1.0000,Exact
CleavageAgent,28675934,Lys-C,5,28675934,Lys-C,3,1.0000,Exact
CleavageAgent,28675934,trypsin,6,28675934,trypsin,4,1.0000,Exact
CleavageAgent,28680058,chymotrypsin,7,28680058,Trypsin,3,0.9500,Semantic
CleavageAgent,29681787,trypsin (K/R not before P),2,29681787,Trypsin Gold (Promega),3,0.9300,DomainSemantic
CleavageAgent,29681787,tryptic,3,29681787,Trypsin Gold (Promega),3,0.9300,DomainSemantic
CleavageAgent,29681787,Trypsin Gold,4,29681787,Trypsin Gold (Promega),3,0.9500,Semantic
CleavageAgent,31395880,trypsin,5,31395880,trypsin,4,1.0000,Exact
CleavageAgent,31699904,trypsin,7,31699904,trypsin,6,1.0000,Exact
CleavageAgent,31699904,Tryptic,8,31699904,trypsin,6,0.9300,DomainSemantic
CleavageAgent,31699905,Lys-C,3,31699905,Lys-C,4,1.0000,Exact
CleavageAgent,31699905,trypsin,4,31699905,trypsin,3,1.0000,Exact
CleavageAgent,32284562,LysC,7,32284562,LysC,4,1.0000,Exact
CleavageAgent,32284562,trypsin,8,32284562,trypsin,5,1.0000,Exact
CleavageAgent,32860207,trypsin,3,32860207,trypsin,3,1.0000,Exact
CleavageAgent,33630598,LysC,4,33630598,LysC,4,1.0000,Exact
CleavageAgent,33630598,trypsin,5,33630598,trypsin,5,1.0000,Exact
CleavageAgent,33855848,trypsin,6,33855848,trypsin,5,1.0000,Exact
CleavageAgent,35236848,trypsin,1,35236848,trypsin,3,1.0000,Exact
CleavageAgent,35236989,trypsin,9,35236989,trypsin,4,1.0000,Exact
CleavageAgent,35680998,trypsin,3,35680998,trypsin,6,1.0000,Exact
CleavageAgent,36097293,trypsin,4,36097293,trypsin,4,1.0000,Exact
CleavageAgent,37207340,trypsin,5,37207340,trypsin,5,1.0000,Exact
CleavageAgent,37328468,endoproteinase Glu-C,2,37328468,endoproteinase Glu-C from Staphylococcus aureus V8,5,0.9500,Semantic
CleavageAgent,37328468,bovine chymotrypsin,3,37328468,sequencing grade porcine trypsin,3,0.9300,DomainSemantic
CleavageAgent,37328468,bovine chymotrypsin,3,37328468,bovine chymotrypsin,4,1.0000,Exact
CleavageAgent,37328468,bovine chymotrypsin,3,37328468,endoproteinase Glu-C from Staphylococcus aureus V8,5,0.8800,TagContainment
CleavageAgent,37330510,trypsin,9,37330510,trypsin,6,1.0000,Exact
CleavageAgent,37681923,trypsin,7,37681923,trypsin,7,1.0000,Exact
CollisionEnergy,25100859,25 V,9,25100859,25 V of normalized collisional energy,6,0.9500,Semantic
CollisionEnergy,25218447,25%,8,25218447,a normalized collision energy of 25%,8,0.9500,Semantic
CollisionEnergy,26076430,25%,5,26076430,Normalized collision energies were set to 25%,6,0.9500,Semantic
CollisionEnergy,26076430,35%,6,26076430,Normalized collision energies were set to 35%,5,0.9500,Semantic
CollisionEnergy,26149123,42.5,6,26149123,normalized collision energy of 42.5,4,0.9500,Semantic
CollisionEnergy,28675934,28,7,28675934,normal collision energy of 28,5,0.8900,CompoundConcentrationMerge
CollisionEnergy,28680058,35%,8,28680058,35% normalized collision energy,4,0.9500,Semantic
CollisionEnergy,29681787,35%,5,29681787,normalized collision energy 35%,4,0.9500,Semantic
CollisionEnergy,31395880,30,6,31395880,normalized collision energy 30,5,0.8900,CompoundConcentrationMerge
CollisionEnergy,31699904,27%,9,31699904,27% NCE,7,0.9500,Semantic
CollisionEnergy,31699904,27%,9,31699904,"(25.5%, 27 and 30% NCE)",8,0.8900,CompoundConcentrationMerge
CollisionEnergy,31699904,30%,10,31699904,"(25.5%, 27 and 30% NCE)",8,0.9500,Semantic
CollisionEnergy,31699904,25.5%,11,31699904,"(25.5%, 27 and 30% NCE)",8,0.9500,Semantic
CollisionEnergy,31699905,30-40% normalized collision energy,5,31699905,30-40% normalized collision energy,5,1.0000,Exact
CollisionEnergy,32284562,33,9,32284562,the HCD normalized collision energy was set at 33,9,0.8900,CompoundConcentrationMerge
CollisionEnergy,32284562,65,10,32284562,the HCD collision energy was set at 65,8,0.8900,CompoundConcentrationMerge
CollisionEnergy,32284562,38,11,32284562,the HCD collision energy was set at 38,6,0.8900,CompoundConcentrationMerge
CollisionEnergy,32284562,35,12,32284562,the CID collision energy was set at 35,7,0.8900,CompoundConcentrationMerge
CollisionEnergy,32860207,25% normalized collision energy,4,32860207,25% normalized collision energy,4,1.0000,Exact
CollisionEnergy,33630598,NCE of 45%,6,33630598,a normalized collision energy (NCE) of 34,6,0.8500,KeyTermInLongText
CollisionEnergy,33630598,NCE of 45%,6,33630598,an NCE of 45%,7,0.9000,Substring
CollisionEnergy,33630598,34,7,33630598,a normalized collision energy (NCE) of 34,6,0.8900,CompoundConcentrationMerge
CollisionEnergy,33855848,30,7,33855848,collision energy: 30,6,0.8900,CompoundConcentrationMerge
CollisionEnergy,36097293,35% collision energy,5,36097293,35% collision energy,5,1.0000,Exact
CollisionEnergy,37207340,30 V,6,37207340,a normalized collision energy at 30 V,6,0.9500,Semantic
CollisionEnergy,37330510,30,10,37330510,"stepped normalized collision energy (NCE) of 25.5, 27 and 30",7,0.8900,CompoundConcentrationMerge
CollisionEnergy,37330510,27,11,37330510,"stepped normalized collision energy (NCE) of 25.5, 27 and 30",7,0.8900,CompoundConcentrationMerge
CollisionEnergy,37330510,25.5,12,37330510,"stepped normalized collision energy (NCE) of 25.5, 27 and 30",7,0.9500,Semantic
CollisionEnergy,37681923,28% normalized collision energy,8,37681923,28% normalized collision energy (NCE),8,0.9500,Semantic
Compound,26149123,Compound 2,8,26149123,Compound 2 (2 muM),5,0.9500,Semantic
Compound,28680058,Shld-1,9,28680058,Shld-1,5,1.0000,Exact
Compound,29681787,5-fluorouracil,6,29681787,5-fluorouracil (5-FU),5,0.9500,Semantic
Compound,29681787,5-FU,7,29681787,5-fluorouracil (5-FU),5,0.9500,Semantic
Compound,35037038,T3,3,35037038,10 nM T3,6,0.8900,CompoundConcentrationMerge
Depletion,35236989,MARS,11,35236989,multiple affinity removal system (MARS; Agilent),5,0.9500,Semantic
Depletion,35236989,multiple affinity removal system,13,35236989,multiple affinity removal system (MARS; Agilent),5,0.9500,Semantic
DevelopmentalStage,26149123,schizonts,13,26149123,schizonts,6,1.0000,Exact
DevelopmentalStage,28680058,late schizont,13,28680058,late schizont,11,1.0000,Exact
Disease,26149123,malaria,14,26149123,human malaria,7,0.9500,Semantic
Disease,26725330,"breast cancer,",11,26725330,breast tumours,8,0.8800,TagContainment
Disease,28675934,triple-negative breast cancer,14,28675934,high-grade serous ovarian cancer (HGSOC),6,0.8800,TagContainment
Disease,28675934,triple-negative breast cancer,14,28675934,triple-negative breast cancer (TNBC),7,0.9500,Semantic
Disease,28675934,omental metastasis from high-grade serous ovarian cancer,15,28675934,high-grade serous ovarian cancer (HGSOC),6,0.8900,CompoundConcentrationMerge
Disease,28675934,omental metastasis from high-grade serous ovarian cancer,15,28675934,triple-negative breast cancer (TNBC),7,0.8800,TagContainment
Disease,28675934,TNBC,16,28675934,triple-negative breast cancer (TNBC),7,0.9500,Semantic
Disease,28675934,HGSOC,21,28675934,high-grade serous ovarian cancer (HGSOC),6,0.9500,Semantic
Disease,28680058,malaria,14,28680058,malaria,12,1.0000,Exact
Disease,29681787,locally advanced non-metastatic colorectal cancer,14,29681787,locally advanced non-metastatic rectal adenocarcinoma,6,0.8800,TagContainment
Disease,29681787,locally advanced rectal cancer,16,29681787,locally advanced non-metastatic rectal adenocarcinoma,6,0.8800,TagContainment
Disease,31395880,lung squamous cell carcinoma,11,31395880,lung squamous cell carcinoma,6,1.0000,Exact
Disease,31395880,squamous cell lung cancer,12,31395880,lung squamous cell carcinoma,6,0.9300,DomainSemantic
Disease,31699905,Alzheimer disease,7,31699905,Alzheimer disease (AD),6,0.9500,Semantic
Disease,31699905,sporadic AD,9,31699905,sporadic AD,7,1.0000,Exact
Disease,32284562,human malaria,16,32284562,human malaria,12,1.0000,Exact
Disease,32860207,pancreatic cancer,7,32860207,pancreatic ductal adenocarcinoma (PDAC),5,0.8800,TagContainment
Disease,32860207,PDAC,8,32860207,pancreatic ductal adenocarcinoma (PDAC),5,0.9500,Semantic
Disease,32860207,pancreatic ductal adenocarcinoma,9,32860207,pancreatic ductal adenocarcinoma (PDAC),5,0.9500,Semantic
Disease,33855848,primary breast cancer,11,33855848,primary breast cancer,7,1.0000,Exact
Disease,33855848,Breast Cancer,13,33855848,primary breast cancer,7,0.9500,Semantic
Disease,37330510,Gram-negative sepsis,15,37330510,sepsis,10,0.9500,Semantic
Disease,37330510,Escherichia coli sepsis,16,37330510,sepsis,10,0.9500,Semantic
Disease,37681923,COVID-19,12,37681923,COVID-19,9,1.0000,Exact
EnrichmentMethod,21183079,IMAC,4,21183079,phosphopeptide enrichment via immobilized metal affinity chromatography,3,0.9100,EnrichmentSemantic
EnrichmentMethod,21183079,immobilized metal affinity chromatography,5,21183079,phosphopeptide enrichment via immobilized metal affinity chromatography,3,0.9500,Semantic
EnrichmentMethod,24657495,IMAC,14,24657495,IMAC purification,8,0.9500,Semantic
EnrichmentMethod,26149123,IMAC enrichment,15,26149123,IMAC enrichment of phosphopeptides,8,0.9500,Semantic
EnrichmentMethod,26149123,IMAC enrichment,15,26149123,titanium dioxide (TiO2) enrichment of phosphopeptides,9,0.9100,EnrichmentSemantic
EnrichmentMethod,26149123,TiO2 enrichment of phosphopeptides,16,26149123,IMAC enrichment of phosphopeptides,8,0.9100,EnrichmentSemantic
EnrichmentMethod,26149123,TiO2 enrichment of phosphopeptides,16,26149123,titanium dioxide (TiO2) enrichment of phosphopeptides,9,0.9100,EnrichmentSemantic
EnrichmentMethod,26149123,titanium dioxide (TiO2) enrichment of phosphopeptides,17,26149123,IMAC enrichment of phosphopeptides,8,0.9100,EnrichmentSemantic
EnrichmentMethod,26149123,titanium dioxide (TiO2) enrichment of phosphopeptides,17,26149123,titanium dioxide (TiO2) enrichment of phosphopeptides,9,1.0000,Exact
EnrichmentMethod,26149123,titanium dioxide,18,26149123,IMAC enrichment of phosphopeptides,8,0.9100,EnrichmentSemantic
EnrichmentMethod,26149123,titanium dioxide,18,26149123,titanium dioxide (TiO2) enrichment of phosphopeptides,9,0.9500,Semantic
EnrichmentMethod,26149123,phosphopeptide enrichment,19,26149123,IMAC enrichment of phosphopeptides,8,0.9100,EnrichmentSemantic
EnrichmentMethod,26149123,phosphopeptide enrichment,19,26149123,titanium dioxide (TiO2) enrichment of phosphopeptides,9,0.9100,EnrichmentSemantic
EnrichmentMethod,28680058,TiO2,15,28680058,TiO2 based enrichment of phosphopeptides,13,0.9500,Semantic
EnrichmentMethod,32284562,TiO2 beads,17,32284562,"TiO2 beads (Titansphere, 5 mum GL Sciences Japan)",13,0.9500,Semantic
EnrichmentMethod,32284562,TiO2 beads,17,32284562,High Select Fe-NTA phosphopeptide enrichment kit (Thermo Fisher Scientific),14,0.9100,EnrichmentSemantic
EnrichmentMethod,32284562,High Select Fe-NTA phosphopeptide enrichment kit,19,32284562,"TiO2 beads (Titansphere, 5 mum GL Sciences Japan)",13,0.9100,EnrichmentSemantic
EnrichmentMethod,32284562,High Select Fe-NTA phosphopeptide enrichment kit,19,32284562,High Select Fe-NTA phosphopeptide enrichment kit (Thermo Fisher Scientific),14,0.9500,Semantic
EnrichmentMethod,33630598,Pierce High Select Fe-NTA phosphopeptide enrichment kit,12,33630598,Samples were enriched using the Pierce High Select Fe-NTA phosphopeptide enrichment kit (A32992),9,0.9500,Semantic
EnrichmentMethod,35037038,streptavidin-coated magnetic beads,5,35037038,streptavidin-coated magnetic beads,9,1.0000,Exact
EnrichmentMethod,35236989,"alpha(2,6)-Sia-containing glycopeptides",19,35236989,SNA-I lectin chromatography,10,0.9100,EnrichmentSemantic
EnrichmentMethod,36097293,SEC,6,36097293,Crosslinked peptides were enriched by size exclusion chromatography (SEC),6,0.9500,Semantic
EnrichmentMethod,36097293,size exclusion chromatography,7,36097293,Crosslinked peptides were enriched by size exclusion chromatography (SEC),6,0.9500,Semantic
EnrichmentMethod,37207340,AP,9,37207340,Single-step affinity purification (AP),11,0.8900,CompoundConcentrationMerge
EnrichmentMethod,37207340,Immunoprecipitation,10,37207340,immunoprecipitation-mass spectrometry (IP-MS) experiments,12,0.9500,Semantic
EnrichmentMethod,37207340,IP,11,37207340,immunoprecipitation-mass spectrometry (IP-MS) experiments,12,0.8900,CompoundConcentrationMerge
EnrichmentMethod,37207340,Single-step affinity purification,12,37207340,Single-step affinity purification (AP),11,0.9500,Semantic
FlowRateChromatogram,25218447,250 nL per minute,13,25218447,250 nL per minute,14,1.0000,Exact
FlowRateChromatogram,26076430,0.8 mL/min,26,26076430,a flow rate of 0.8 mL/min,7,0.9500,Semantic
FlowRateChromatogram,26076430,0.8 mL/min,26,26076430,a flow rate of ~300 nL/min,8,0.8500,KeyTermInLongText
FlowRateChromatogram,26076430,~300 nL/min,27,26076430,a flow rate of ~300 nL/min,8,0.9500,Semantic
FlowRateChromatogram,26149123,0.3 mul min-1,24,26149123,0.3 mul min-1,13,1.0000,Exact
FlowRateChromatogram,28680058,1 ml flow rate per minute,23,28680058,1 ml flow rate per minute,14,1.0000,Exact
FlowRateChromatogram,29681787,200 nL/min,31,29681787,200 nL/min,14,1.0000,Exact
FlowRateChromatogram,29681787,4 microL/min,32,29681787,4 microL/min,13,1.0000,Exact
FlowRateChromatogram,31395880,0.6 ml/min,13,31395880,0.6 ml/min,7,1.0000,Exact
FlowRateChromatogram,31395880,300 nl/min,14,31395880,300 nl/min,8,1.0000,Exact
FlowRateChromatogram,31699905,250 nl/min,14,31699905,250 nl/min,10,1.0000,Exact
FlowRateChromatogram,32284562,0.8mL/minute,25,32284562,at a flow rate of 0.8mL/minute,21,0.9500,Semantic
FlowRateChromatogram,32860207,6 mul/min,19,32860207,6 mul/min,6,1.0000,Exact
FlowRateChromatogram,32860207,300 nl/min,20,32860207,300 nl/min,7,1.0000,Exact
FlowRateChromatogram,33630598,500 nL/min,14,33630598,500 nL/min,11,1.0000,Exact
FlowRateChromatogram,33630598,0.6 mL/min,15,33630598,0.6 mL/min,10,1.0000,Exact
FlowRateChromatogram,33855848,300 nL/min,17,33855848,flow: 300 nL/min,14,0.9500,Semantic
FlowRateChromatogram,35236989,300 nl min-1 flow rate,26,35236989,300 nl min-1,16,0.9500,Semantic
FlowRateChromatogram,36097293,300 nl/minute,10,36097293,300 nl/minute,12,1.0000,Exact
FlowRateChromatogram,37207340,250 nl/min,14,37207340,250 nl/min,13,1.0000,Exact
FlowRateChromatogram,37328468,5 microL/min,10,37328468,5 microL/min,6,1.0000,Exact
FlowRateChromatogram,37330510,350 nl/min,25,37330510,350 nl/min,21,1.0000,Exact
FlowRateChromatogram,37681923,400 nL/min,16,37681923,400 nL/min,14,1.0000,Exact
FractionIdentifier,26149123,fractions 10-16,26,26149123,fractions 2-4,14,0.8800,TagContainment
FractionIdentifier,26149123,fractions 10-16,26,26149123,fractions 5-7,15,0.8800,TagContainment
FractionIdentifier,26149123,fractions 10-16,26,26149123,fractions 10-16,16,1.0000,Exact
FractionIdentifier,26149123,fractions 2-4,27,26149123,fractions 2-4,14,1.0000,Exact
FractionIdentifier,26149123,fractions 2-4,27,26149123,fractions 5-7,15,0.8800,TagContainment
FractionIdentifier,26149123,fractions 2-4,27,26149123,fractions 10-16,16,0.8800,TagContainment
FractionIdentifier,26149123,fractions 5-7,28,26149123,fractions 2-4,14,0.8800,TagContainment
FractionIdentifier,26149123,fractions 5-7,28,26149123,fractions 5-7,15,1.0000,Exact
FractionIdentifier,26149123,fractions 5-7,28,26149123,fractions 10-16,16,0.8800,TagContainment
FractionIdentifier,26149123,wash fractions,30,26149123,fractions 2-4,14,0.8800,TagContainment
FractionIdentifier,26149123,wash fractions,30,26149123,fractions 5-7,15,0.8800,TagContainment
FractionIdentifier,26149123,wash fractions,30,26149123,fractions 10-16,16,0.8800,TagContainment
FractionIdentifier,26149123,eluate fractions,32,26149123,fractions 2-4,14,0.8800,TagContainment
FractionIdentifier,26149123,eluate fractions,32,26149123,fractions 5-7,15,0.8800,TagContainment
FractionIdentifier,26149123,eluate fractions,32,26149123,fractions 10-16,16,0.8800,TagContainment
FractionIdentifier,33855848,"8, 6, 5, 4, and 3",20,33855848,"different pHs: 8, 6, 5, 4, and 3",15,0.9500,Semantic
FractionationMethod,21183079,strong cation exchange chromatography,6,21183079,strong cation exchange chromatography,13,1.0000,Exact
FractionationMethod,26076430,Basic pH reverse phase,28,26076430,basic pH reverse phase fractionation,9,0.9500,Semantic
FractionationMethod,26149123,Resource Q anion-exchange column,25,26149123,"Resource Q anion-exchange column (1 ml bed volume, GE Healthcare)",17,0.9500,Semantic
FractionationMethod,26725330,strong anion exchange chromatography,25,26725330,strong anion exchange chromatography in a StageTip format,12,0.9500,Semantic
FractionationMethod,28091603,SDS-PAGE,11,28091603,loaded on an SDS-PAGE,13,0.9500,Semantic
FractionationMethod,28675934,high-pH reversed-phase HPLC,32,28675934,Off-Line Fractionation of Peptides by Reversed-Phase Chromatography at High pH,14,0.8800,TagContainment
FractionationMethod,31699904,High pH Reversed Phase Chromatography,16,31699904,"the ""Pierce High pH Reversed-Phase Peptide Fractionation Kit"" (Thermo Fisher Scientific)",22,0.8800,TagContainment
FractionationMethod,31699904,SDS-PAGE,17,31699904,Protein Fractionation by SDS-PAGE,21,0.9500,Semantic
FractionationMethod,31699905,HiRIEF,16,31699905,pre-fractionated into 72 fractions using HiRIEF with the broad range pH 3-10 IPG drystrip,11,0.9500,Semantic
FractionationMethod,31699905,IPG,17,31699905,pre-fractionated into 72 fractions using HiRIEF with the broad range pH 3-10 IPG drystrip,11,0.9500,Semantic
FractionationMethod,32284562,Pierce High pH Reversed-Phase kit,28,32284562,High pH sample fractionation,24,0.8800,TagContainment
FractionationMethod,32284562,SCX,29,32284562,Strong cation exchange (SCX) fractionation,23,0.9500,Semantic
FractionationMethod,32284562,Strong cation exchange,30,32284562,Strong cation exchange (SCX) fractionation,23,0.9500,Semantic
FractionationMethod,32860207,SDS-PAGE,21,32860207,"protein lysates were separated on pre-cast 4%-12% gradient gels using the NuPAGE SDS-PAGE system (Invitrogen, Carlsbad, CA, USA).",11,0.9500,Semantic
FractionationMethod,33630598,basic reverse-phase fractionation on an Agilent 300Extend-C18 column,16,33630598,"basic reverse-phase fractionation on an Agilent 300Extend-C18 column (3.5 mum, 4.6 x 250 mm) using an Agilent Infinity 1260 HPLC",12,0.9500,Semantic
